Timestamp,Job Type,Question Type,Question,Answer,Relevance Feedback,Tone Feedback,Relevance Score,Tone Score,Acceptance Score
5/3/2025 19:42,Frontend Developer,General,How do you handle stress and pressure?,"In times of stress and pressure, I tend to prioritize my tasks and get done with the important and crucial ones first and work late to finish the rest if time permits",Moderately relevant (similarity score: 0.62),😐 Neutral – consider showing more enthusiasm or details.,0.62,0.02,0.44
5/3/2025 19:42,Frontend Developer,Behavioral,Tell me about a time you optimized a web page's performance.,"In my final year project, I had to develop a game interface for my web application. At first the game was very slow so to optimize its performance, I used Devtools to figure what factors are taking most of the main thread, then I tried to reduce the main thread load which automatically made my game faster",Low relevance (similarity score: 0.36),😐 Neutral – consider showing more enthusiasm or details.,0.36,-0.06,0.24
5/3/2025 19:42,Frontend Developer,General,Tell me about yourself.,"I am a talented and skilled software engineer who excels at programming quality code and designing quality software. I took my early education from Pakistan International School Jeddah and completed college from Askaria College and took a bachelor's degree from Islamic University. I have hands on experience with programming languages of python, C++ and java. And in the future I hope of becoming a successful developer with expertise in any kind of frontend task",Moderately relevant (similarity score: 0.59),✅ Positive tone – sounds confident!,0.59,0.39,0.53
5/3/2025 19:42,Frontend Developer,General,Why should we hire you?,"because I am competent individual who has love for learning new technologies, tools and am very adaptable to different situations. I am able to handle stress and collaborate well with my teammates.",Highly relevant (similarity score: 1.00),✅ Positive tone – sounds confident!,1,0.26,0.78
5/3/2025 19:42,Frontend Developer,General,What do you know about our company?,"that it is a rapidly growing software house, it was a startup of few university students but now it has become a IT giant. the founding of this company is a success story in its own to inspire the new generation of IT students",No relevant data found.,😐 Neutral – consider showing more enthusiasm or details.,0,0.17,0.05
5/3/2025 19:42,Frontend Developer,General,How do you stay up to date with technology?,I regularly use tools like chatGPT to find out about new technologies being introduced almost every day and try to blend the use of those technologies in my day-to-day activities to become better at them.,Moderately relevant (similarity score: 0.51),✅ Positive tone – sounds confident!,0.51,0.21,0.42
5/3/2025 19:42,Frontend Developer,Technical,How do you ensure cross-browser compatibility in your projects?,"I don't care about that. Besides, most programming languages like javascript and php are already compatible with all kinds of browsers, it's not much of a problem",Low relevance (similarity score: 0.28),😐 Neutral – consider showing more enthusiasm or details.,0.28,0.2,0.26
5/3/2025 19:42,Frontend Developer,General,What kind of company culture do you thrive in?,"I don't know what a company culture is, cultures exist amongst societies, not companies, do they? ",No relevant data found.,😐 Neutral – consider showing more enthusiasm or details.,0,0,0
5/3/2025 19:42,Frontend Developer,Behavioral,What's your approach to working with designers and translating mockups to code?,"My approach is simple, throw the mockups away, they are pretty much useless when it comes to code. They're so complicated and most of the designers make so many mistakes which are hazardous to translate, better stay away from them instead",No relevant data found.,😐 Neutral – consider showing more enthusiasm or details.,0,0.17,0.05
5/3/2025 19:42,Frontend Developer,General,What are your salary expectations?," I guess 20,000 to 30,000?",No relevant data found.,😐 Neutral – consider showing more enthusiasm or details.,0,0,0
5/6/2025 10:55,Frontend Developer,General,Where do you see yourself in 5 years?,I see myself becoming a mentor for future recruits and working and thriving in my work environment here.,"Highly relevant (model match, similarity: 0.67, relevance score: 0.90)",✅ Positive tone – sounds confident!,0.9,0.23,0.7
5/6/2025 10:55,Frontend Developer,General,Do you prefer working independently or in a team?,I prefer to work independently but I can work in a team if the work environment permits it.,"Low relevance (model match, similarity: 0.66, relevance score: 0.30)",😐 Neutral – consider showing more enthusiasm or details.,0.3,0,0.21
5/6/2025 10:55,Frontend Developer,Behavioral,Tell me about a time you optimized a web page's performance.,"I optimized a web page's performance and the key factor that led to better performance was reducing main thread load, which was taken over by scripting. When I fixed that problem, the webpage was automatically optimized","Highly relevant (model match, similarity: 0.57, relevance score: 0.90)",😐 Neutral – consider showing more enthusiasm or details.,0.9,0.19,0.69
5/6/2025 10:55,Frontend Developer,General,What do you know about our company?,I know that this company is the best and one of the top 10 performers of the year 2020. I also heard that the reason for your success is timely delivery of your products and exclusive maintenance programs and cultural diversity which is also one of the reasons why I chose to be here,Moderately relevant (similarity score: 0.51),✅ Positive tone – sounds confident!,0.51,0.48,0.5
5/6/2025 10:55,Frontend Developer,General,How do you stay up to date with technology?,I regularly search for new solutions to existing problems and use tools like chatGPT to help gain exposure to new tools and personally explore them to get a good grip on them,Moderately relevant (similarity score: 0.67),😐 Neutral – consider showing more enthusiasm or details.,0.67,0.12,0.51
5/6/2025 10:55,Frontend Developer,Behavioral,What's your approach to working with designers and translating mockups to code?,I will only translate the mockup to code if the design is worth it which most of the times it isn't,Moderately relevant (similarity score: 0.72),✅ Positive tone – sounds confident!,0.72,0.27,0.58
5/6/2025 10:55,Frontend Developer,General,How do you handle stress and pressure?,I am not good at handling stress and panic under pressure which is why I prefer to get things done ahead of time,Moderately relevant (similarity score: 0.67),⚠️ A bit negative – try to frame things more optimistically.,0.67,-0.42,0.34
5/6/2025 10:55,Frontend Developer,General,Why do you want to work at our company?,Because you're offering the job of my dreams,"Highly relevant (model match, similarity: 0.34, relevance score: 0.90)",😐 Neutral – consider showing more enthusiasm or details.,0.9,0,0.63
5/6/2025 10:55,Frontend Developer,General,What kind of company culture do you thrive in?,I thrive in a culture where employee suggestions are valuable and taken into account when making a decision. I also thrive when the company is willing to try new solutions instead of sticking to one like a thumb rule,"Highly relevant (model match, similarity: 0.47, relevance score: 0.90)",😐 Neutral – consider showing more enthusiasm or details.,0.9,0.19,0.69
5/6/2025 10:55,Frontend Developer,Technical,How do you ensure cross-browser compatibility in your projects?,I use programming languages like javascript and php which automatically makes my projects compatible to different browsers,Moderately relevant (similarity score: 0.76),😐 Neutral – consider showing more enthusiasm or details.,0.76,0,0.53
5/9/2025 19:09,AI/ML Engineer,General,Why do you want to work at our company?,"Oh, well, you know, I’ve applied to so many places that at this point, it’s just about whoever finally gives me a break. But yeah, your company seems nice and all. I guess working here could be... fine.","Moderately relevant (model match, similarity: 0.50, relevance score: 0.60)",✅ Positive tone – sounds confident!,0.6,0.38,0.53
5/9/2025 19:09,AI/ML Engineer,General,Tell me about yourself.,"Well, I would love to tell you about myself, but honestly, most people don’t seem that interested. I am just someone who works really hard and doesn’t always get recognized for it, you know? But yeah, I guess I am just your typical overworked, underappreciated candidate trying to survive in this economy.","Low relevance (model match, similarity: 0.29, relevance score: 0.30)",😐 Neutral – consider showing more enthusiasm or details.,0.3,0.16,0.26
5/9/2025 19:09,AI/ML Engineer,General,Where do you see yourself in 5 years?,"Five years? Wow, if I am still alive and still working, that will be a miracle. But I guess I would like to be somewhere where my hard work actually gets noticed for once. Maybe here? Maybe somewhere that actually values me? Who knows?",Low relevance (similarity score: 0.41),😐 Neutral – consider showing more enthusiasm or details.,0.41,-0.02,0.28
5/9/2025 19:09,AI/ML Engineer,General,Why should we hire you?,"Well, I mean, I don’t know. You probably have way more qualified candidates lined up, right? I guess if you want someone who will work themselves to the bone without much recognition, then yeah, I am your person.","Low relevance (model match, similarity: 0.38, relevance score: 0.30)",😐 Neutral – consider showing more enthusiasm or details.,0.3,0.17,0.26
5/9/2025 19:09,AI/ML Engineer,General,What kind of company culture do you thrive in?,"I would love to say a supportive, uplifting culture where everyone’s respected and valued… but that feels like asking for too much these days, doesn’t it? I guess I am just used to dealing with whatever gets thrown my way.","Moderately relevant (model match, similarity: 0.36, relevance score: 0.60)",✅ Positive tone – sounds confident!,0.6,0.33,0.52
5/9/2025 19:09,AI/ML Engineer,General,What do you know about our company?,"Oh, well, I tried to look it up, but honestly, I have been so overwhelmed with all these applications that it kind of slipped through the cracks. But you guys seem pretty successful, so you must be doing something right, right?","Highly relevant (model match, similarity: 0.39, relevance score: 0.90)",✅ Positive tone – sounds confident!,0.9,0.46,0.77
5/9/2025 19:09,AI/ML Engineer,General,Do you prefer working independently or in a team?,"Oh, I mean, I can do both. I am used to working alone because, you know, no one ever seems to want to help me out anyway. But yeah, teams are fine too, I guess.","Low relevance (model match, similarity: 0.74, relevance score: 0.30)",😐 Neutral – consider showing more enthusiasm or details.,0.3,0.05,0.23
5/9/2025 19:09,AI/ML Engineer,Behavioral,What challenges did you face in model deployment and how did you overcome them?,"Oh, well, the biggest challenge was getting people to actually care about the work I was doing. I tried to get support, but it felt like I was just talking to a wall, you know? So, yeah, I just powered through it myself like always. Story of my life.","Low relevance (model match, similarity: 0.26, relevance score: 0.30)",😐 Neutral – consider showing more enthusiasm or details.,0.3,0,0.21
5/9/2025 19:09,AI/ML Engineer,Behavioral,Describe a project where you implemented an ML model end-to-end.,"Yeah, I worked on a project where I built a model from scratch, deployed it, and basically did everything because, of course, no one else wanted to help. It worked okay, but did anyone acknowledge my effort? Of course not.","Moderately relevant (model match, similarity: 0.51, relevance score: 0.60)",✅ Positive tone – sounds confident!,0.6,0.5,0.57
5/9/2025 19:09,AI/ML Engineer,Technical,How do you handle data preprocessing and cleaning in ML pipelines?,"Well, I do it the way I always do it — by spending way too much time on it while everyone else sits around waiting for me to finish. It is not like anyone is going to jump in and offer help, right? But yeah, I handle it as best as I can.","Low relevance (model match, similarity: 0.47, relevance score: 0.30)",✅ Positive tone – sounds confident!,0.3,0.5,0.36
2025-05-09 20:04:08,QA Engineer,General,What do you know about our company?,"Oh, your company? Absolutely iconic. I was actually just chatting with a former VP at AECL company about how your team is revolutionizing the industry. You’re at the forefront of… well, you know, that whole cutting-edge tech scene. There’s just so much happening, it’s hard to keep up, but I’m totally in the loop. Definitely.",Moderately relevant (similarity: 0.53),"('😐 Neutral – consider showing more enthusiasm or details.', 0.07604166666666665)",0.53,0.13,0.26
2025-05-09 20:04:08,QA Engineer,Behavioral,Tell us about a time when your testing saved the project from a major issue.,"Oh, there was this one time — huge project, massive stakes. We were rolling out this ultra-complex system, and I spotted a tiny, almost imperceptible bug right before launch. The whole team was in a panic, but I just calmly pointed it out, and boom — disaster averted. The CTO was floored. Honestly, they still talk about it to this day.","Highly relevant (model match, similarity: 0.28, relevance: 0.90)","('😐 Neutral – consider showing more enthusiasm or details.', 0.19821428571428573)",0.9,0.13,0.26
2025-05-09 20:04:08,QA Engineer,Behavioral,What's your approach when reporting bugs that aren't reproducible?,"Ah, the phantom bug. Classic. You know, I always say, if you can’t see it, it’s probably lurking in the shadows. I like to document it thoroughly, alert the team, and then circle back with some potential theories. And if it never shows up again, well, that’s just part of the mystery, isn’t it?","Moderately relevant (model match, similarity: 0.28, relevance: 0.60)","('😐 Neutral – consider showing more enthusiasm or details.', 0.05555555555555555)",0.6,0.13,0.26
2025-05-09 20:04:09,QA Engineer,General,Why do you want to work at our company?,"Oh, I’ve had my eye on your company for a while. You guys are basically the Elon Musk of Microsoft. It’s all about innovation, disruption, and thinking ten steps ahead — and that’s exactly where I thrive. Plus, the culture here? From what I’ve heard? Unmatched.","Highly relevant (model match, similarity: 0.49, relevance: 0.90)","('😐 Neutral – consider showing more enthusiasm or details.', 0.125)",0.9,0.13,0.26
2025-05-09 20:04:11,QA Engineer,Technical,How do you ensure test coverage without slowing down delivery?,"You know, I was just discussing this with my mentor — who, by the way, is one of the top QA experts in the world. It’s all about balance, right? You streamline, automate, and trust your instincts. Sometimes you have to take calculated risks, and I’ve got a sixth sense for spotting the areas that really need attention.","Highly relevant (model match, similarity: 0.37, relevance: 0.90)","('✅ Positive tone – sounds confident!', 0.32857142857142857)",0.9,0.13,0.26
2025-05-09 20:04:11,QA Engineer,General,Do you prefer working independently or in a team?,"Well, I shine in both, honestly. Give me a team, and I’ll rally them like a general leading an army. Leave me on my own, and I’m like a lone wolf — hyper-focused and unstoppable. It really depends on the project and the vibe, you know?",Low relevance (similarity: 0.47),"('✅ Positive tone – sounds confident!', 0.3625)",0.47,0.13,0.26
2025-05-09 20:04:11,QA Engineer,General,What are your strengths and weaknesses?,"My strengths? Oh, too many to count. I’m a visionary, a go-getter, a problem-solver. Weaknesses? Well, some people say I can be too ambitious, but hey, if aiming for the stars is a weakness, then guilty as charged!","Low relevance (model match, similarity: 0.41, relevance: 0.30)","('😐 Neutral – consider showing more enthusiasm or details.', 0.041666666666666664)",0.3,0.13,0.26
2025-05-09 20:04:13,QA Engineer,General,How do you stay up to date with technology?,"Ah, well, I have a network of industry insiders that keep me in the loop. Plus, I read… everything. Articles, books, obscure forums, whitepapers from MIT, you name it. And sometimes, I even get early access to tech before it hits the market. Perks of being well-connected.","Highly relevant (model match, similarity: 0.51, relevance: 0.90)","('😐 Neutral – consider showing more enthusiasm or details.', 0.1)",0.9,0.13,0.26
2025-05-09 20:04:13,QA Engineer,General,Where do you see yourself in 5 years?,"Oh, I see myself leading the charge — heading up a major initiative, maybe even in a VP role. Or who knows, maybe I’ll be pioneering some new tech that changes the game completely. It’s all about thinking big, right?","Highly relevant (model match, similarity: 0.52, relevance: 0.90)","('😐 Neutral – consider showing more enthusiasm or details.', 0.030762987012987006)",0.9,0.13,0.26
2025-05-09 20:04:14,QA Engineer,General,Tell me about yourself.,"Oh, where do I begin? I’m a bit of a Renaissance person — tech, business, a touch of the arts. I thrive in high-pressure environments, love making connections, and have a knack for turning complex problems into simple, actionable plans. Honestly, I could talk all day but let me spare you the autobiography.",Low relevance (similarity: 0.32),"('😐 Neutral – consider showing more enthusiasm or details.', 0.1285714285714286)",0.32,0.13,0.26
2025-05-09 20:38:34,Backend Developer,General,Tell me about yourself.,"Well, I mean, what can I say? I’m just… trying to keep up with everything, you know? It’s not like anyone’s making it easy for me. Some people seem to just have it all figured out, but not me. No, I’m the one who ends up staying up late, fixing things that weren’t even my problem in the first place. But sure, I’m a hard worker. Always have been. Or at least, I try to be.",Moderately relevant (similarity: 0.59),"('😐 Neutral – consider showing more enthusiasm or details.', -0.0744047619047619)",0.59,0.01,0.5
2025-05-09 20:38:34,Backend Developer,General,What kind of company culture do you thrive in?,"I mean, I guess I could thrive anywhere if I didn’t have to do everything myself. People talk about “teamwork,” but when I get into it, I’m usually the one picking up the slack. But yeah, I thrive in places where people… don’t ignore my input. Not that it always happens, but if it did… I guess that’d be nice.","Moderately relevant (model match, similarity: 0.50, relevance: 0.60)","('😐 Neutral – consider showing more enthusiasm or details.', 0.012499999999999992)",0.6,0.01,0.5
2025-05-09 20:38:35,Backend Developer,General,What are your strengths and weaknesses?,"Strengths? Oh, sure, I guess I’m really good at carrying the weight of everyone else’s responsibilities. But weaknesses? I mean, I could tell you, but I’ve been so overwhelmed with the amount of work I have that I probably don’t even have time to notice my own weaknesses. They’re probably just things I do because I don’t know how to say “no” to everything that comes my way.",Moderately relevant (similarity: 0.57),"('✅ Positive tone – sounds confident!', 0.30044642857142856)",0.57,0.01,0.5
2025-05-09 20:38:35,Backend Developer,Behavioral,Can you describe a time when you had to troubleshoot a scaling issue?,"Ugh, I would totally give you a real answer, but I mean, I’ve been buried in tasks that weren’t even my responsibility! You know how it is. The important stuff gets pushed to the side. But sure, yeah, I’ll get around to learning all about scaling, once I get a break from all the extra work I’m constantly handed. I’ll add it to my “to-do” list for next year… maybe.","Low relevance (model match, similarity: 0.50, relevance: 0.30)","('😐 Neutral – consider showing more enthusiasm or details.', 0.017243303571428586)",0.3,0.01,0.5
2025-05-09 20:38:37,Backend Developer,General,How do you handle stress and pressure?,"Stress? I’m always stressed. Who isn’t? It’s just that some people don’t understand how much others have on their plate. I handle it by pretending like it’s no big deal, even though inside I’m just overwhelmed. But you know, that’s the kind of thing I do, right? Just push through because… well, no one else is stepping up, are they?","Low relevance (model match, similarity: 0.54, relevance: 0.30)","('✅ Positive tone – sounds confident!', 0.27142857142857146)",0.3,0.01,0.5
2025-05-09 20:38:38,Backend Developer,Behavioral,What's your preferred approach for handling authentication and authorization?,"Oh, I know all about that, I guess. At least I should know, right? But it’s hard to stay updated when you’ve got a million things piling up on you. I mean, I could dive into it and give you an answer, but there are always those other things that take precedence. I’ll figure it out eventually, I’m sure. Just not right now… obviously.",Low relevance (similarity: 0.29),"('😐 Neutral – consider showing more enthusiasm or details.', -0.1197172619047619)",0.29,0.01,0.5
2025-05-09 20:38:40,Backend Developer,Technical,How do you manage API versioning in your backend services?,"API versioning, huh? Well, I mean, I know it's important, but honestly, I’ve barely had the time to keep up with the latest practices. I’m sure there are best practices out there, but you know, I’ve just been… too swamped to care. So, yeah, I guess I would have a good approach if I could just catch up with everything else I’ve been assigned. But hey, I’m doing the best I can.",Moderately relevant (similarity: 0.51),"('✅ Positive tone – sounds confident!', 0.40825892857142865)",0.51,0.01,0.5
2025-05-09 20:38:40,Backend Developer,General,Why should we hire you?,"Why me? Well, I guess I’m just someone who never gives up, no matter how much work I have. Even if no one else seems to notice or appreciate it, I just keep going. Sure, it’s exhausting and kind of feels like I’m the only one who does anything, but hey, that’s what I do, right? Just keep pushing through until I burn out. Classic me.",Low relevance (similarity: 0.30),"('😐 Neutral – consider showing more enthusiasm or details.', 0.12176870748299318)",0.3,0.01,0.5
2025-05-09 20:38:40,Backend Developer,General,Why do you want to work at our company?,"Well, you know, I don’t really have much of a choice, do I? I mean, I’m sure it could be a good fit if I actually had the time to figure out if it would be. But honestly? I’m just looking for something, anything, that’ll give me a bit of a break. Maybe your company will be the one to finally make me feel like my efforts matter… but I’m not holding my breath.",Moderately relevant (similarity: 0.65),"('😐 Neutral – consider showing more enthusiasm or details.', 0.18273809523809523)",0.65,0.01,0.5
2025-05-09 20:38:41,Backend Developer,General,Do you prefer working independently or in a team?,"Honestly, I’d say I prefer working alone. It’s not like anyone really listens when I try to work in a team anyway. I always end up doing the work for everyone else, and it’s exhausting. I mean, who doesn’t want to work alone so they can at least do things the right way without waiting on everyone else?",Moderately relevant (similarity: 0.71),"('😐 Neutral – consider showing more enthusiasm or details.', 0.012202380952380956)",0.71,0.01,0.5
2025-05-09 21:05:50,Designer,General,How do you stay up to date with technology?,"Oh, I make sure to read TechCrunch once every few months. That way, I always know the latest trends from, like, 2020.",Low relevance (similarity: 0.46),"('😐 Neutral – consider showing more enthusiasm or details.', 0.19523809523809524)",0.46,0.1,0.4
2025-05-09 21:05:51,Designer,Behavioral,Tell me about a time your design was criticized.,"Well, once my manager said my design was confusing, but I told them they were just looking at it wrong. Sometimes people don’t understand true creativity.","Low relevance (model match, similarity: 0.55, relevance: 0.30)","('😐 Neutral – consider showing more enthusiasm or details.', -0.15000000000000002)",0.3,0.1,0.4
2025-05-09 21:05:51,Designer,General,Why should we hire you?,"Because I really need a job. Plus, I think I’d look great in your company’s t-shirt.","Moderately relevant (model match, similarity: 0.41, relevance: 0.60)","('✅ Positive tone – sounds confident!', 0.5)",0.6,0.1,0.4
2025-05-09 21:05:52,Designer,General,Why do you want to work at our company?,"I heard your company has unlimited snacks and a foosball table. Also, you’re in the top 50 best places to work... or was that another company? Anyway, yeah.",Moderately relevant (similarity: 0.58),"('✅ Positive tone – sounds confident!', 0.75)",0.58,0.1,0.4
2025-05-09 21:05:52,Designer,General,What are your strengths and weaknesses?,"My strength? Definitely my ability to wing it. My weakness? Sometimes I don’t really pay attention to deadlines or requirements, but that’s just part of being creative, right?",Moderately relevant (similarity: 0.63),"('✅ Positive tone – sounds confident!', 0.2464285714285714)",0.63,0.1,0.4
2025-05-09 21:05:52,Designer,Situational,What would you do if your design conflicted with engineering constraints?,"I would just tell the engineers to figure it out. I mean, they’re the ones who are supposed to make it work, not me","Moderately relevant (model match, similarity: 0.57, relevance: 0.60)","('⚠️ Negative tone – try to frame things more optimistically.', -0.3125)",0.6,0.1,0.4
2025-05-09 21:05:55,Designer,Technical,How do you explain your design decisions to non-designers?,"I use a lot of fancy words like ‘synergy,’ ‘paradigm shift,’ and ‘user-centric’ until they get tired and agree with me.","Moderately relevant (model match, similarity: 0.41, relevance: 0.60)","('⚠️ Negative tone – try to frame things more optimistically.', -0.4)",0.6,0.1,0.4
2025-05-09 21:05:55,Designer,General,Do you prefer working independently or in a team?,"I prefer working independently because that way, if things go wrong, it’s easier to blame someone else",Moderately relevant (similarity: 0.64),"('⚠️ Negative tone – try to frame things more optimistically.', -0.25)",0.64,0.1,0.4
2025-05-09 21:05:56,Designer,Technical,What is your design process for a new app from scratch?,I open up Photoshop and just start clicking things until something looks cool. Then I show it to people and tell them it’s minimalistic.,"Highly relevant (model match, similarity: 0.37, relevance: 0.90)","('😐 Neutral – consider showing more enthusiasm or details.', 0.175)",0.9,0.1,0.4
2025-05-09 21:05:56,Designer,General,What do you know about our company?,"Oh, your company is really big in... um, tech stuff, right? Or was it finance? No, wait — education? Yeah, definitely education.",Moderately relevant (similarity: 0.53),"('😐 Neutral – consider showing more enthusiasm or details.', 0.09523809523809523)",0.53,0.1,0.4
2025-05-09 21:54:09,Software Engineer,General,What are your strengths and weaknesses?,"team worker, quick learner, positive attitude and weaknesses are do lag iin some fields of SE like testing but i am working on those and will cover soon","Highly relevant (model match, similarity: 0.36, relevance: 0.90)","('✅ Positive tone – sounds confident!', 0.2803030303030303)",0.9,0.0,0.63
2025-05-09 21:54:09,Software Engineer,Behavioral,Give an example of when you went above and beyond.,never,"Low relevance (model match, similarity: 0.01, relevance: 0.30)","('😐 Neutral – consider showing more enthusiasm or details.', 0.0)",0.3,0.0,0.63
2025-05-09 21:54:12,Software Engineer,Technical,How do you ensure code quality in your work?,"by adding comments, using naming conventions. ensuring no duplicated code, rater make it a function","Low relevance (model match, similarity: 0.30, relevance: 0.30)","('😐 Neutral – consider showing more enthusiasm or details.', 0.0)",0.3,0.0,0.63
2025-05-09 21:54:12,Software Engineer,General,Why should we hire you?,"because i am competent, confident and expert in the field as you can see from my cv, I have lots of experience","Highly relevant (model match, similarity: 0.64, relevance: 0.90)","('✅ Positive tone – sounds confident!', 0.5)",0.9,0.0,0.63
2025-05-09 21:54:12,Software Engineer,General,Why do you want to work at our company?,"because it is an institute that provides opprtunity to grow, learn new things and contribute to society ","Highly relevant (model match, similarity: 0.40, relevance: 0.90)","('😐 Neutral – consider showing more enthusiasm or details.', 0.13636363636363635)",0.9,0.0,0.63
2025-05-09 21:54:15,Software Engineer,General,How do you handle stress and pressure?,i handle it by not stressing out. I try to keep myself calm and find solutions to problems rather than panicking as i know panic won't lead me anywhere,Moderately relevant (similarity: 0.75),"('✅ Positive tone – sounds confident!', 0.30000000000000004)",0.75,0.0,0.63
2025-05-09 21:54:16,Software Engineer,Behavioral,Describe a time when you disagreed with your manager. What happened?,"I disagreed with my manager on an important issuem but since he is the boss so I accepted his point despite the disagreement and later found his farsightedness saved us from a big problem, so learnt the lesson when someone senor says something they have experience and more skill so better listen to them and not argue",Moderately relevant (similarity: 0.69),"('✅ Positive tone – sounds confident!', 0.27999999999999997)",0.69,0.0,0.63
2025-05-09 21:54:16,Software Engineer,Technical,"Explain a project where you used version control (e.g., Git).",in all my projects whether personal or work related I use github for version control and maintaining my portfolio.,Moderately relevant (similarity: 0.68),"('😐 Neutral – consider showing more enthusiasm or details.', 0.0)",0.68,0.0,0.63
2025-05-09 21:54:16,Software Engineer,Technical,What is your process for debugging a complex issue?,"first check what the error is, what type it is then what code part is causing it then scaling down to the line of code or data item causing bugs, then remove and recheck","Highly relevant (model match, similarity: 0.53, relevance: 0.90)","('😐 Neutral – consider showing more enthusiasm or details.', 0.04722222222222221)",0.9,0.0,0.63
2025-05-09 21:54:16,Software Engineer,General,Where do you see yourself in 5 years?,as a mentor at a software company guiding future software engineers,"Highly relevant (model match, similarity: 0.62, relevance: 0.90)","('😐 Neutral – consider showing more enthusiasm or details.', 0.0)",0.9,0.0,0.63
2025-05-11 20:23:57,AI/ML Engineer,General,Why should we hire you?,Because I am a confident individual who knows how to get the job done,Moderately relevant (similarity: 0.66),"('✅ Positive tone – sounds confident!', 0.25)",0.66,0.0,0.34
2025-05-11 20:23:59,AI/ML Engineer,General,How do you handle stress and pressure?,"These situations are rare to me but when I am under stress and pressure, I tend to prioritize my tasks and get done with the ones at the top of my list first",Moderately relevant (similarity: 0.80),"('✅ Positive tone – sounds confident!', 0.2785714285714286)",0.8,0.0,0.34
2025-05-11 20:24:00,AI/ML Engineer,General,Where do you see yourself in 5 years?,Working in a tech company that appreciates my efforts to get it to the top,"Highly relevant (model match, similarity: 0.47, relevance: 0.90)","('✅ Positive tone – sounds confident!', 0.5)",0.9,0.0,0.34
